term,definition
vexation,The state of being vexed or irritated
vexatiousness,The state of being vexatious.
victoriousness,The state or condition of being victorious.
viewability,The state or condition of being viewable.
vileness,the state of being vile
villagehood,The state of being a village
villainhood,The state of being a villain.
villainousness,The state or condition of being villainous; wicked behaviour.
villeinage,The state of being a villein.
villosity,the state of being villous
vindictiveness,The condition of being vindictive.
vinegarishness,The state or condition of being vinegarish.
violetness,The state or condition of being violet in colour
virality,The state or condition of being viral; tendency to spread by word of mouth.
viridity,The state or condition of being virid.
virility,The state of being virile.
virtuality,A state of being virtual
virtuousness,The state of being virtuous.
virulence,The state of being virulent.
viscerotropism,The condition of being viscerotropic
viscoplasticity,The condition of being viscoplastic.
viscosity,The state of being viscous.
visibility,The condition of being visible.
visibleness,The state or quality of being visible
visionariness,The state or condition of being visionary.
visuoconstruction,The ability to organize and manually manipulate spatial information to make a design.
vitrifiability,The condition of being vitrifiable
vituperativeness,The state or condition of being vituperative.
vivaciousness,the state of being vivacious; vivacity
viviparity,The condition of being viviparous
vixenhood,"The state, condition, or quality of a vixen"
vixenishness,The state or condition of being vixenish.
vociferousness,The state of being vociferous.
voguishness,The state or condition of being voguish.
voguism,The condition of being in vogue; trendiness.
voicedness,The state or property of being uttered in a voiced manner.
voicelessness,The condition of being voiceless
voidness,The state or condition of being void.
volatility,"The state of being volatile (uncountable) The state of having a low boiling point and evaporating readily (computing, uncountable) The state of not retaining data in the absence of power"
volitivity,the state of being volitive
volubility,"the state of being voluble 1919, W"
voluminousness,the state of being voluminous
voluntariness,The condition of being voluntary.
voraciousness,the state of being voracious
voracity,the state of being voracious; rapacity or extreme gluttony
vowellessness,"The state of being without vowels, condition of being vowelless"
cadaverousness,The state or quality of being cadaverous.
cadginess,The state or quality of being cadgy.
caducity,The state of being impermanent or transitory.
calamitousness,The state or quality of being calamitous.
calculability,The condition of being calculable
calefaction,The state or condition of being heated.
caliginousness,The state or quality of being caliginous.
call,The state of being the batsman whose role it is to call (depends on where the ball goes.)
callability,The state or condition of being callable.
callowness,The condition of being callow; immaturity
calm,"The state of being calm; peacefulness; absence of worry, anger, fear or other strong negative emotion."
calm,The state of being calm; absence of noise and disturbance.
calmness,The state of being calm; tranquillity; silence.
cancerousness,The state or quality of being cancerous
candidacy,The state of being a candidate
candor,The state of being sincere and open in speech; honesty in expression
canineness,The state of being canine.
caninity,The state of being canine.
cankeredness,The state or quality of being cankered.
canniness,The state or quality of being canny.
canonicality,The condition of being canonical
canonicalness,The state or quality of being canonical.
canonization,The state of being canonized or sainted.
cantankerousness,The state of being cantankerous
cantiness,The state or quality of being canty.
capableness,The state or quality of being capable.
capacity,"The ability to hold, receive or absorb"
capillariness,The state or quality of being capillary.
capitalisation,The state of being capitalised
capitalness,The state or quality of being capital.
captiousness,the state of being captious
captivity,The state of being captive.
carbon neutrality,The state of being carbon neutral
carboxydotrophy,The ability to tolerate a high concentration of carbon monoxide
cardiocytotoxicity,The condition of being cardiocytotoxic
cardiospecificity,The condition of being cardiospecific
cardiotoxicity,The state or condition of being cardiotoxic.
cardiovirulence,The condition of being cardiovirulent
care,The state of being cared for by others
careerlessness,The state or condition of being careerless.
carefulness,The state of being careful.
cariousness,"the state or quality of being carious, an advanced state of corrosion"
carnalism,The state of being carnal; carnality; sensualism.
carnality,The state of being carnal.
carnalness,The state or quality of being carnal.
carrotiness,The state or quality of being carroty
cartoonishness,The state or condition of being cartoonish
carunculation,The condition of being carunculate
cashlessness,The state or condition of being cashless.
casualness,The state of being casual.
catadromy,The condition of being catadromous
catchiness,The state or quality of being catchy.
catdom,The state or essence of being a cat.
cathemerality,The condition of being cathemeral
catheterizability,The ability to be catheterized.
catholicism,The state or quality of being catholic or universal; catholicity
