term,definition
sallowness,"The property of being sallow, yellowishness."
saltiness,"The property of being, or tasting, salty."
saltishness,The quality of being saltish.
saltlessness,Absence of salt.
salubrity,The quality of being salubrious or invigorating.
salvageability,The quality of being salvageable.
sameness,The quality of being the same; identity
sameyness,The quality of being samey.
sanableness,The quality of being sanable.
sanativeness,The quality of being sanative; power to cure or heal.
sanctimoniousness,The property of being sanctimonious.
sanctionability,The quality of being sanctionable.
sandiness,The property of containing or resembling sand
sandlessness,Absence of sand.
saneness,The property of being sane.
sanguineness,The property of being sanguine.
sanguinity,The quality of being sanguine; sanguineness.
sanitariness,The quality of being sanitary.
sans gêne,Lack of constraint; brazenness; unreservedness
sapidity,The property of being sapid; tastiness.
sapience,"The property of being sapient, the property of possessing or being able to possess wisdom"
saponaceousness,The quality of being saponaceous
sappiness,The property of being sappy
saprogenicity,The quality of being saprogenic.
sardonicism,The quality of being sardonic His sardonicism was getting on my nerves.
sassiness,The quality of being sassy
satedness,The property of being sated.
satiability,The quality of being satiable.
satiricalness,The quality of being satirical.
satisfiability,The property of being able to be satisfied.
saturability,The quality or degree of being saturable.
saturatedness,The quality of being saturated.
saturnineness,The quality of being saturnine.
saturninity,The quality of being saturnine.
satyriasis,The quality of excessive sexual passion in a male
sauciness,the property of being saucy
savageness,The property of being savage or behaving savagely.
savedness,"The quality of being saved, or rescued from the consequences of sin"
savingness,The quality of being careful not to waste money; frugality; parsimony
savoriness,The property of being savory.
sayability,The quality of being sayable.
sayableness,Quality of being sayable.
scabbedness,Quality of being scabby; presence of scabs.
scabbiness,"The property of being scabby, of having or being covered with scabs."
scabridity,The quality of being scabrid.
scalability,The property of being scalable.
scaliness,The property of being scaly or of having scales.
scandalousness,The quality of being scandalous.
scannability,The quality or degree of being scannable
scantiness,The quality of being scanty.
scantity,The quality of being scant or sparse.
scantness,The property of being scant.
scarceness,The property of being scarce
scaredness,The quality of being scared; fear; timidity.
scariness,The property of being scary.
scathingness,The quality of being scathing
scatteredness,The quality of being scattered.
scattiness,The quality of being scatty.
scenelessness,Absence of a scene.
scepticality,The quality of being sceptical.
scepticalness,The quality of being sceptical.
schemelessness,Absence of a scheme or plan.
schismaticalness,The quality of being schismatical.
schizochromism,"The lack of a pigment in an organism, normally rendering it a lighter colour than normal."
schlumpiness,The quality of being schlumpy.
schoollessness,Absence of schools.
schoolmarmishness,Quality of being schoolmarmish.
scientificalness,The quality of being scientifical.
scorchingness,The quality of being scorching; extreme heat.
scorelessness,The property of being scoreless; lack of any points scored.
scornfulness,The quality of being scornful
scratchability,The quality or degree of being scratchable.
scratchiness,The property of feeling scratchy
scrawniness,The property of being scrawny
screechiness,The quality of being screechy.
screenlessness,The lack of a screen.
screwiness,The property of being screwy
scribaciousness,The quality of being scribacious.
scribbliness,The quality of being scribbly.
scrimpiness,The quality of being scrimpy.
scriptedness,"The property of being scripted, or planned out in advance; absence of spontaneity"
scriptlessness,The lack of a script.
scripturality,The quality of or state being scriptural; scripturalness.
scripturalness,The quality of being scriptural; scripturality
scrounginess,The quality of being scroungy.
scruplelessness,Absence of scruples.
scrupulosity,The property of being scrupulous; excessive attention to scruples
scrupulousness,The property of being scrupulous.
scrutability,The property of being scrutable; openness to inspection.
sculptability,The quality of being sculptable.
sculpturesqueness,The quality of being sculpturesque.
scurrilousness,The property of being scurrilous.
scuzziness,The quality of being scuzzy.
sealability,The property of being sealable.
searchability,"The extent to which, or ease with which something may be searched."
searchableness,The quality of being searchable.
seasonedness,The quality of being seasoned.
seasonlessness,Absence of seasons.
seatlessness,Lack of seats.
seaworthiness,The property of a watercraft that makes it fit to go to sea
seclusiveness,The quality of being seclusive.
secondness,The quality of being or coming second.
secretability,The quality of being secretable
secretness,Quality of being secret.
sectility,"The property of being able to be cut; examples of materials with this property include wood, metal, and paper."
sedentariness,The property of being sedentary.
seditiousness,The quality of being seditious.
seductiveness,The property of being seductive
sedulousness,The quality of being sedulous.
seeability,The quality of being seeable
seediness,The property of being seedy (unkempt).
seediness,The property of being seedy (full of seeds).
seedlessness,Absence of seeds
seemliness,"The property of being seemly, appropriateness of conduct or behavior"
