term,definition
cadwaladerite,A yellow mineral with the chemical formula Al(OH)C2|4H2O.
cafarsite,"An isometric-diploidal mineral containing arsenic, calcium, hydrogen, iron, manganese, oxygen, and titanium."
cafetite,A rare titanium oxide mineral found in northern Russia.
cahnite,"A tetragonal-disphenoidal mineral containing arsenic, boron, calcium, hydrogen, and oxygen."
calaite,A turquoise mineral.
calamine,The zinc silicate mineral hemimorphite.
calaverite,A mineral form of gold telluride AuTe2.
calciborite,"An orthorhombic-dipyramidal white mineral containing boron, calcium, and oxygen."
calcio-olivine,"An orthorhombic mineral containing calcium, silicon, and oxygen."
calcioandyrobertsite,A form of andyrobertsite in which calcium is substituted for cadmium.
calcioaravaipaite,"A triclinic-pinacoidal mineral containing aluminum, calcium, fluorine, hydrogen, lead, and oxygen."
calciobetafite,"An isometric-hexoctahedral reddish brown mineral containing calcium, fluorine, hydrogen, iron, lanthanum, cerium, praseodymium, neodymium, samarium, niobium, oxygen, thorium, titanium, and uranium."
calcioburbankite,"A hexagonal-dihexagonal pyramidal mineral that includes calcium, carbon, oxygen, sodium, and strontium."
calciocopiapite,"A triclinic-pinacoidal mineral containing calcium, hydrogen, iron, oxygen, and sulfur."
calcioferrite,"A monoclinic-sphenoidal mineral containing aluminum, calcium, hydrogen, iron, magnesium, oxygen, and phosphorus."
calciohilairite,"A trigonal-trapezohedral mineral containing calcium, hydrogen, oxygen, silicon, and zirconium."
calciotantite,"A hexagonal-trapezohedral colorless mineral containing calcium, niobium, oxygen, and tantalum."
calciouranoite,"A triclinic mineral containing barium, calcium, hydrogen, lead, oxygen, sodium, and uranium."
calciovolborthite,"A mineral with chemical formula CaCuVO4(OH), closely related to volborthite."
calcjarlite,"A monoclinic-prismatic white mineral containing aluminum, calcium, fluorine, hydrogen, oxygen, sodium, and strontium."
calcurmolite,"A monoclinic honey yellow mineral containing calcium, hydrogen, molybdenum, oxygen, and uranium."
calderite,A garnet mineral.
calderonite,"A monoclinic-prismatic mineral containing copper, hydrogen, iron, lead, oxygen, and vanadium."
caledonite,A basic carbonate / sulfate mineral of copper and lead
caliche,A crude form of sodium nitrate from South America; used as a fertilizer.
californite,"A green vesuvianite found in California, resembling jade and used as a gemstone."
callaghanite,"A monoclinic-prismatic mineral containing carbon, copper, hydrogen, magnesium, and oxygen."
calumetite,"An orthorhombic mineral containing chlorine, copper, hydrogen, and oxygen."
calzirtite,"An orthorhombic-dipyramidal mineral containing calcium, oxygen, titanium, and zirconium."
camerolaite,"A monoclinic-sphenoidal blue green mineral containing aluminum, antimony, carbon, copper, hydrogen, oxygen, and sulfur."
cameronite,"A telluride mineral of copper and silver, AgCu7Te10."
camgasite,"A monoclinic-prismatic colorless mineral containing arsenic, calcium, hydrogen, magnesium, and oxygen."
caminite,"A tetragonal-ditetragonal dipyramidal mineral containing hydrogen, magnesium, oxygen, and sulfur."
campigliaite,"A monoclinic-sphenoidal mineral containing copper, hydrogen, manganese, oxygen, and sulfur."
campylite,A variety of mimetite.
canaphite,"A monoclinic-domatic colorless mineral containing calcium, hydrogen, oxygen, phosphorus, and sodium."
canasite,"A monoclinic-prismatic mineral containing calcium, fluorine, hydrogen, oxygen, potassium, silicon, and sodium."
canavesite,"A monoclinic-prismatic white mineral containing boron, carbon, hydrogen, magnesium, and oxygen."
cancrinite,Any of a family of feldspathoid minerals that are mixed carbonates and aluminosilicates of sodium and calcium.
cancrisilite,"A hexagonal-pyramidal mineral containing aluminum, carbon, hydrogen, oxygen, silicon, and sodium."
candite,A dark variety of spinel.
canfieldite,A rare silver tin sulfide mineral.
cannizzarite,"A monoclinic-prismatic mineral containing bismuth, lead, and sulfur."
cannonite,"A monoclinic-prismatic colorless mineral containing bismuth, hydrogen, oxygen, and sulfur."
caoxite,"A triclinic-pinacoidal colorless mineral containing calcium, carbon, hydrogen, and oxygen."
capgaronnite,"An orthorhombic-disphenoidal mineral containing bromine, chlorine, iodine, mercury, silver, and sulfur."
caracolite,"A monoclinic-prismatic mineral containing chlorine, lead, oxygen, sodium, and sulfur."
carbapatite,A carbonated form of apatite
carboborite,"A monoclinic-prismatic colorless mineral containing boron, calcium, carbon, hydrogen, magnesium, and oxygen."
carbocernaite,"An orthorhombic-pyramidal mineral containing barium, calcium, carbon, cerium, oxygen, sodium, and strontium."
carbokentbrooksite,"A trigonal-ditrigonal pyramidal yellow mineral containing calcium, carbon, cerium, chlorine, hydrogen, lanthanum, manganese, neodymium, niobium, oxygen, potassium, praeseodymium, silicon, sodium, strontium, titanium, yttrium, and zirconium."
caresite,"A trigonal-trapezohedral mineral containing aluminum, carbon, hydrogen, iron, and oxygen."
carletonite,"A tetragonal-ditetragonal dipyramidal mineral containing calcium, carbon, fluorine, hydrogen, oxygen, potassium, silicon, and sodium."
carlfriesite,"A monoclinic-prismatic yellow mineral containing calcium, oxygen, and tellurium."
carlhintzeite,"A triclinic mineral containing aluminum, calcium, fluorine, hydrogen, and oxygen."
carlinite,A trigonal-pyramidal mineral containing sulfur and thallium.
carlosruizite,"A trigonal-hexagonal scalenohedral mineral containing chromium, hydrogen, iodine, magnesium, oxygen, potassium, selenium, sodium, and sulfur."
carlosturanite,"A monoclinic-domatic light brown mineral containing aluminum, hydrogen, iron, magnesium, manganese, oxygen, silicon, and titanium."
carlsbergite,An isometric-hexoctahedral gray mineral containing chromium and nitrogen.
carmichaelite,"A monoclinic-prismatic mineral containing chromium, hydrogen, iron, oxygen, and titanium."
carminite,"An orthorhombic-dipyramidal mineral containing aluminum, arsenic, cobalt, copper, hydrogen, iron, lead, and oxygen."
carnalite,A saline evaporite consisting of a mixed potassium and magnesium chloride; sometimes used as a flux in steelmaking.
carnallite,"A saline evaporite composed of a mixture of potassium chloride and magnesium chloride, with the chemical formula KMgCl36H2O."
carnelian,"A hard, reddish brown chalcedony; used in jewelery, 1952 You were in Eden, the garden of God; every precious stone was your covering, carnelian, topaz, and jasper, chrysolite, beryl, and onyx, sapphire, carbuncle, and emerald; and wrought in gold were your settings and your engravings"
carnotite,"A yellow mineral that is a potassium uranyl vanadate that is a major ore of uranium, with the chemical formula K2(UO2)2(VO4)23H2O."
carobbiite,"Potassium fluoride, a rare, soft, colourless cubic mineral."
carpathite,A rare hydrocarbon mineral composed of coronene.
carpholite,"An orthorhombic-dipyramidal mineral containing aluminum, hydrogen, manganese, oxygen, and silicon."
carraraite,"A hexagonal milky white mineral containing calcium, carbon, germanium, hydrogen, oxygen, and sulfur."
carrboydite,"A hexagonal mineral containing aluminum, carbon, copper, hydrogen, nickel, oxygen, and sulfur."
carrollite,"An isometric-hexoctahedral mineral containing cobalt, copper, nickel, and sulfur."
caryinite,"A monoclinic-prismatic mineral containing arsenic, calcium, lead, magnesium, manganese, oxygen, phosphorus, and sodium."
caryopilite,"A monoclinic mineral containing arsenic, chlorine, hydrogen, iron, magnesium, manganese, oxygen, silicon, and zinc."
cascandite,"A triclinic-pinacoidal light pink mineral containing calcium, hydrogen, iron, oxygen, scandium, and silicon."
cassedanneite,"A monoclinic-prismatic red orange mineral containing chromium, hydrogen, lead, oxygen, and vanadium."
cassidyite,"A triclinic-pinacoidal mineral containing calcium, hydrogen, magnesium, nickel, oxygen, and phosphorus."
cassiterite,"A generally black mineral, composed of tin oxide, SnO2, which is an important ore of tin."
castorite,castor
caswellsilverite,"A trigonal-hexagonal scalenohedral yellow gray mineral containing chromium, sodium, and sulfur."
cat's eye,cymophane (translucent yellow chatoyant chrysoberyl)
catalanoite,"An orthorhombic-dipyramidal colorless mineral containing hydrogen, oxygen, phosphorus, and sodium."
catamarcaite,"A hexagonal-dihexagonal dipyramidal gray mineral containing copper, germanium, iron, silver, sulfur, and tungsten."
catapleiite,"A monoclinic-prismatic mineral containing calcium, hydrogen, oxygen, silicon, sodium, and zirconium."
cattierite,An isometric-diploidal white mineral containing cobalt and sulfur.
cattiite,"A triclinic-pinacoidal colorless mineral containing hydrogen, iron, magnesium, oxygen, and phosphorus."
cauk,"An opaque, compact variety of barite, or heavy spar."
cavansite,"An orthorhombic-dipyramidal mineral containing calcium, hydrogen, oxygen, silicon, and vanadium."
cavoite,"An orthorhombic-dipyramidal colorless mineral containing calcium, manganese, oxygen, potassium, silicon, and vanadium."
cebollite,"An orthorhombic mineral containing aluminum, calcium, hydrogen, oxygen, and silicon."
cechite,"An orthorhombic-dipyramidal black mineral containing hydrogen, iron, lead, manganese, oxygen, and vanadium."
cejkaite,"A triclinic mineral containing carbon, iron, magnesium, oxygen, sodium, and uranium."
celadonite,A blueish-green form of mica.
celsian,"An uncommon monoclinic feldspar mineral, barium aluminosilicate, found in contact metamorphic rocks with significant barium content."
cerargyrite,"A mineral form of silver chloride, AgCl, that is a rare ore of silver; horn silver."
cerchiaraite,"A tetragonal-ditetragonal dipyramidal deep green mineral containing aluminum, barium, chlorine, hydrogen, iron, manganese, oxygen, and silicon."
ceriopyrochlore,A basic fluoride mineral similar to pyrochlore but containing cerium.
cerite,A hydrous silicate of cerium (and other metals).
cerussite,"A mineral form of lead carbonate, PbCO3, that is an ore of lead."
cervandonite,A rare arsenosilicate mineral.
cervantite,An orthorhombic-pyramidal mineral containing antimony and oxygen.
cervelleite,"An isometric mineral containing silver, sulfur, and tellurium."
cesanite,"A hexagonal-trigonal dipyramidal mineral containing calcium, hydrogen, oxygen, sodium, and sulfur."
cesarolite,"A trigonal mineral containing hydrogen, lead, manganese, and oxygen."
cesbronite,"An orthorhombic-dipyramidal green mineral containing copper, hydrogen, oxygen, and tellurium."
cesplumtantite,"A tetragonal colorless mineral containing antimony, calcium, cesium, lead, niobium, oxygen, sodium, tantalum, and tin."
cesstibtantite,"An isometric-hexoctahedral mineral containing antimony, cesium, fluorine, hydrogen, niobium, oxygen, sodium, and tantalum."
cetineite,"A hexagonal-pyramidal mineral containing antimony, hydrogen, oxygen, potassium, sodium, and sulfur."
ceylanite,A dingy blue or greyish-black variety of spinel.
ceylonite,"A ferroan spinel with a manganese-iron ratio from 3:1 and 1:1, and little or no ferric iron."
chabazite,Any of several zeolite minerals that occur in basaltic rocks.
chabournéite,"A black triclinic mineral composed of thallium, lead, antimony, arsenic and sulfur Tl4Pb2(Sb,As)20S34."
chadwickite,"A tetragonal yellow mineral containing arsenic, hydrogen, oxygen, and uranium."
chaidamuite,"A triclinic-pedial mineral containing hydrogen, iron, oxygen, sulfur, and zinc."
chalcanthite,"A mineral form of copper sulfate, CuSO4."
chalcedonyx,An agate formed of a white opaque chalcedony alternating with a greyish translucent chalcedony.
chalchihuitl,turquoise
chalcoalumite,"A monoclinic-sphenoidal mineral containing aluminum, copper, hydrogen, oxygen, and sulfur."
chalcocite,"Cuprous sulfide, Cu2S, an important ore of copper"
chalcocyanite,"An orthorhombic-dipyramidal mineral containing copper, oxygen, and sulfur."
chalcomenite,"An orthorhombic-disphenoidal light blue mineral containing copper, hydrogen, oxygen, and selenium."
chalconatronite,"A monoclinic-prismatic greenish blue mineral containing carbon, copper, hydrogen, oxygen, and sodium."
chalcophanite,"A trigonal-rhombohedral mineral containing hydrogen, iron, manganese, oxygen, and zinc."
chalcophyllite,A rare secondary copper arsenate mineral occurring in the oxidized zones of some arsenic-bearing copper deposits.
chalcopyrite,"A yellow mineral that is a mixed sulfide of copper and iron, with the chemical formula CuFeS2."
chalcosiderite,"A triclinic-pinacoidal mineral containing copper, hydrogen, iron, oxygen, and phosphorus."
chalcostibite,A black orthorhombic mineral composed of copper antimony disulfide
chalcothallite,"A tetragonal-ditetragonal dipyramidal mineral containing antimony, copper, iron, sulfur, and thallium."
challacolloite,A rare monoclinic halide mineral with the chemical formula KPb2Cl5 that occurs as white encrustations on lava.
chalybite,Native iron carbonate.
chambersite,"An orthorhombic-pyramidal mineral containing boron, chlorine, manganese, and oxygen."
chamosite,"A monoclinic-prismatic mineral containing aluminum, hydrogen, iron, magnesium, oxygen, and silicon."
changbaiite,"A trigonal-ditrigonal pyramidal mineral containing lead, niobium, and oxygen."
