term,definition
confessor,"One who confesses faith in Christianity in the face of persecution, but who is not martyred"
confessor,One who confesses to having done something wrong.
confidence man,Someone who conducts a confidence game: who defrauds someone after winning his trust.
confidence trickster,"Someone who conducts a confidence game: who defrauds someone after winning his trust, a con man or con artist"
confider,One who confides.
configurer,One who or that which configures.
confiner,"One who, or that which, limits or restrains"
confirmator,"One who, or that which, confirms; a confirmer"
confirmer,One who confirms something
conformist,Someone who tries to conform to the mainstream.
confrontationist,One who favours confrontation.
confronter,Someone who or something which confronts.
confuser,One who or that which confuses.
congealment,Something that has congealed; a clot.
congester,One who congests.
conglomerateur,One who forms conglomerates
conjectural,Something that is conjectural; a conjecture
conjecturalist,One who forms conjectures
conjuncturalist,One who subscribes to conjuncturalism.
conjurer,"One who conjures, a magician"
conjurer,"One who performs parlor tricks, sleight of hand"
conjurer,"One who conjures; one who calls, entreats, or charges in a solemn manner."
conlanger,Someone who creates constructed languages (conlangs)
connector,One who connects
conquerer,"One who conquers 2009, January 24, Adrian Ballantyne and Michael Howard, in Australian Open coverage - Day 6[1]:4.25pm update SPANIARD Fernando Verdasco has reeled off an astonishing 15 games straight to blow past his AAMI Classic final conquerer Radek Stepanek."
conqueror,"Someone who conquers 2018 November 18, Phil McNulty, England 2 - 1 Croatia, in BBC Sport[1]:Croatia, England's World Cup semi-final conquerors in Moscow in July, looked set to inflict their curse once more and relegate Gareth Southgate's side from the elite group when Andrej Kramaric's twisting finish put them ahead via a deflection off Eric Dier after 57 minutes."
conscientious objector,Someone who refuses to fight in an armed conflict because of religious or moral principles.
conscript,"One who is compulsorily enrolled, often into a military service; a draftee"
conscriptee,One who is conscripted
consentee,Someone who gives consent
consenter,one who consents
conservationist,Someone who advocates for these actions.
conservator,"One who conserves, preserves or protects something"
conserver,One who conserves.
considerer,One who considers.
consigne,One who is ordered to keep within certain limits.
consolator,One who consoles or comforts
console steel guitarist,Someone who plays the console steel guitar.
consoler,One who gives consolation.
consolidator,Anyone who or anything that consolidates.
consorter,One who consorts or associates
conspicuous consumer,One who engages in conspicuous consumption.
conspiracy theorist,"One who believes in, follows, or advances a conspiracy theory."
conspiratologist,One who studies conspiratology.
conspiratorialist,One who believes in conspiracies.
conspirer,Someone who conspires.
constant speed drive,Something that aims at ensuring that the electric generator produces a constant frequency.
constituent,one who appoints another to act for him as attorney in fact (Can we find and add a quotation of Burrill to this entry?)
constituter,One who constitutes or appoints.
constitutionist,One who adheres to the constitution of the country
constitutor,One who or that which constitutes something.
constrainer,One who constrains.
constraint,Something that constrains; a restriction.
constructionist,"One who puts a certain construction upon some writing or instrument, such as the United States Constitution"
construer,"Someone who construes something 1992, Practice - Volume 8, Issue 1[1], page 48: By locating the addicted person in these categories, the construer places the addicted person into superordinate categories shared by other persons"
consubstantialist,One who believes in consubstantiation
consulter,"One who consults, or asks counsel or information."
consultor,"One who gives counsel; an adviser, especially in the Catholic Church."
consumer,"One who, or that which, consumes"
consumer,Someone who trades money for goods or services as an individual
consummator,One who consummates.
contagionist,"One who believes in the contagious character of certain diseases, such as yellow fever."
container,Someone who contains; something that contains.
container,Someone who holds people in their seats or in a (reasonably) calm state.
contemner,"One who contemns, who displays contempt towards another"
contemplatist,One who contemplates
contemplative,Someone who has dedicated themselves to religious contemplation
contemplator,One who contemplates
contender,Someone who competes with one or more other people.
contender,Someone who has a viable chance of winning a competition
contester,One who contests something
contextualizer,"One who, or that which, contextualizes."
continuative,Something that causes a continuation.
continuer,"One who, or that which, continues"
contorter,One who contorts something.
contortionist,One who twists words and phrases.
contour tone,A tone whose pitch changes during the syllable.
contra-trader,"One who engages in contra-trading, a form of tax fraud."
contrabassist,Someone who plays the contrabass.
contrabassoonist,Someone who plays the contrabassoon.
contradicter,One who contradicts
contraguitarist,Someone who plays a contraguitar.
contraremonstrant,One who remonstrates in opposition or answer to a remonstrant
contrastivist,One who subscribes to contrastivism
contravener,One who contravenes.
controller,One who controls something
controversialist,One who regularly engages in public controversies
controverter,One who controverts; a controversial writer; a controversialist
convener,One who convenes or calls a meeting
convenor,One who assembles people for an official or public purpose.
conventicler,One who supports or frequents conventicles
conventioner,One who belongs to a convention or assembly.
conventionist,"One who enters into a convention, covenant, or contract"
converger,One who converges.
conversant,One who converses with another.
converser,One who converses.
convertant,Something that has been converted
convertee,One who is converted.
convincer,"One who, or that which, convinces; one who wins over by proof."
convoker,One who convokes or calls together
