term,definition
symbiote,an organism in a partnership with another such that each profits from their being together; a symbiont
symbiotroph,An organism that derives nourishment through a symbiotic relationship with another organism
symmocid,Any member of the Symmocidae.
symmoriid,Any member of the Symmoriidae.
symphysanodontid,Any member of the Symphysanodontidae.
symphytognathid,Any member of the Symphytognathidae.
synanceiid,Any member of the Synanceiidae.
synaphobranchid,Any member of the Synaphobranchidae.
synaptid,Any member of the Synaptidae.
synaptiphilid,Any member of the Synaptiphilidae.
synaxid,Any member of the Synaxidae.
synbranchid,Any member of the Synbranchidae.
synchroid,Any member of the Synchroidae.
syngamid,Any member of the Syngamidae.
syngnathid,"Any member of the family Syngnathidae of seahorses, sea dragons, and pipefish, all with fused jaws."
synlestid,Any member of the Synlestidae.
synonym,"Any of the formal names for a taxon, including the valid name (i.e"
synotaxid,Any member of the Synotaxidae.
synteliid,Any member of the Synteliidae.
synthemid,Any member of the Synthemidae.
synthemistid,Any member of the Synthemistidae.
syringogastrid,Any member of the Syringogastridae.
syrnolid,Any member of the Syrnolidae.
systrophiid,Any member of the Systrophiidae.
fabid,Any member of the Fabidae.
fabrosaurid,Any member of the Fabrosauridae.
facelinid,Any member of the family Facelinidae of gastropods.
falconid,Any member of the Falconidae.
fallotaspidid,Any member of the Fallotaspididae.
fanniid,Any member of the Fanniidae.
fasciolariid,Any of the mollusk family Fasciolariidae.
fasciolid,Any member of the Fasciolidae.
faviid,Any member of the Faviidae.
feaellid,Any member of the Feaellidae.
fedrizziid,Any member of the Fedrizziidae.
fenestellid,"Any member of the Fenestellidae, a family of bryozoans."
fermenter,"Any organism, such as a yeast, that causes fermentation."
ferussaciid,Any member of the Ferussaciidae.
ficid,Any member of the Ficidae.
figitid,Any member of the Figitidae.
filariid,Any member of the family Filariidae.
filasterean,Any organism of the class Filasterea.
filistatid,Any member of the Filistatidae.
fimbriid,Any member of the Fimbriidae.
fionid,Any member of the Fionidae.
firolid,Any member of the Firolidae.
fissurella,Any of the genus Fissurella of marine gastropod mollusks.
fissurellid,Any member of the Fissurellidae.
fistulariid,Any member of the Fistulariidae.
fitness,An organism's or species' degree of success in finding a mate and producing offspring.
flabellinid,Any member of the Flabellinidae.
flagellate,Any organism that has flagella.
flatid,Any member of the Flatidae.
flavivirid,Any member of the Flaviviridae.
florivore,Any organism that consumes flowers as the main part of its diet
fluid feeder,Any organism that subsists on liquids derived from other organisms.
foliophage,An organism that feeds on leaves; a folivore.
foraminiferan,An organism of the phylum Foraminifera; a foraminifer
foratid,Any member of the Foratidae.
formicariid,Any member of the Formicariidae.
formicid,Any member of the ant family Formicidae.
formicivore,Any organism that feeds on ants.
formivore,"an organism that eats or consumes ants, such as an anteater"
free-living organism,An organism that is not directly dependent on another organism for survival.
fregatid,Any member of the Fregatidae.
fringillid,Any of the Fringillidae; a finch.
fruiter,Any organism that fruits
fucivore,An organism which feeds primarily on seaweed
fundulid,Any member of the Fundulidae.
fungian,"Any of the Fungidae, a family of stony corals."
fungiid,Any member of the Fungiidae.
fungiphile,Any organism (typically a bacterium) that selectively inhabits a fungus
furipterid,Any member of the Furipteridae.
furnariid,Any member of the Furnariidae; ovenbirds.
macarid,Any member of the Macaridae.
machaerotid,Any member of the Machaerotidae.
macluritid,Any member of the Macluritidae.
macraucheniid,Any member of the Macraucheniidae.
macristiid,Any member of the Macristiidae.
macrochelid,Any member of the Macrochelidae.
macroinvertivore,Any organism that feeds on macroinvertebrates
macromiid,Any member of the Macromiidae.
macronyssid,Any member of the Macronyssidae.
macroorganism,Any organism that can be seen with the naked eye (or with a simple lens).
macropetalichthyid,Any member of the Macropetalichthyidae.
macrophthalmid,Any member of the Macrophthalmidae.
macroplanktivore,Any organism that feeds on macroplankton
macropodid,Any member of the Macropodidae.
macroramphosid,Any member of the Macroramphosidae.
macroscelidid,"Any member of the family Macroscelididae, the elephant shrews."
macrosemiid,Any member of the Macrosemiidae.
macrostomid,Any member of the Macrostomidae.
mactrid,Any of the family Mactridae of saltwater clams.
maenid,Any member of the family Maenidae (now Centracanthidae) of picarel fishes.
magilid,Any member of the Magilidae.
maizaniid,Any member of the Maizaniidae.
majid,Any member of the Majidae.
malacanthid,Any member of the Malacanthidae.
malachiid,Any member of the Malachiidae.
malaconotid,One of the family Malaconotidae of bushshrikes.
malapterurid,"Any member of the Malapteruridae, the electric catfish."
malkarid,Any member of the Malkaridae.
malleid,Any member of the Malleidae.
malletiid,Any member of the Malletiidae.
malvid,Any member of the Malvidae.
mamenchisaurid,Any member of the Mamenchisauridae.
mammutid,Any member of the Mammutidae.
mantellid,Any member of the Mantellidae.
marathonitid,Any member of the Marathonitidae.
marchantiid,Any member of the Marchantiidae.
margaritiferid,Any member of the Margaritiferidae.
margarodid,Any member of the Margarodidae.
marginellid,Any member of the Marginellidae.
marginocephalian,Any member of the Marginocephalia
massospondylid,Any member of the Massospondylidae.
mastacembelid,Any member of the Mastacembelidae.
mastigophoran,Any member of superclass Mastigophora of protozoa
mastigoteuthid,Any member of the Mastigoteuthidae.
mastodonsaurid,Any member of the Mastodonsauridae.
mastotermitid,Any member of the Mastotermitidae.
mathildid,Any member of the Mathildidae.
matutid,Any member of the Matutidae.
mawsoniid,Any member of the Mawsoniidae.
maxillopod,Any member of the class Maxillopoda of diverse crustaceans including barnacles and copepods.
mazocraeid,Any member of the Mazocraeidae.
meandrinid,Any member of the Meandrinidae.
mecicobothriid,Any member of the Mecicobothriidae.
mecochirid,Any member of the Mecochiridae.
mecysmaucheniid,Any member of the Mecysmaucheniidae.
medlicottiid,Any member of the Medlicottiidae.
medusozoan,Any of the subphylum Medusozoa of jellyfish.
megachilid,Any of the family Megachilidae of mostly solitary bees whose scopa is restricted to the ventral surface of the abdomen.
megadermatid,Any member of the Megadermatidae.
megaladapid,Any member of the Megaladapidae.
megalichthyid,Any member of the Megalichthyidae.
megalodontid,Any member of the Megalodontidae.
megalograptid,"Any of the Megalograptidae, a family of extinct eurypterids."
megalonychid,Any member of the Megalonychidae.
megalopygid,Any member of the Megalopygidae.
megalurid,Any member of the Megaluridae.
megalyrid,Any member of the Megalyridae.
megamerinid,Any member of the Megamerinidae.
megapodagrionid,Any member of the Megapodagrionidae.
megapodid,Any member of the Megapodiidae.
megapodiid,Any member of the Megapodiidae.
megascolecid,Any member of the Megascolecidae.
megaspilid,Any member of the Megaspilidae.
megaspirid,Any member of the Megaspiridae.
megatheriid,Any member of the Megatheriidae.
megathymid,Any member of the Megathymidae.
megazostrodontid,Any member of the Megazostrodontidae.
megisthanid,Any member of the Megisthanidae.
megophryid,Any member of the Megophryidae.
meinertellid,Any member of the Meinertellidae.
meiolaniid,Any of the extinct armoured land turtles of the family Meiolaniidae
melamphaid,Any member of the Melamphaidae.
melamphid,Any member of the Melamphidae.
melandryid,Any member of the Melandryidae.
melanian,One of a family of freshwater pectinibranchiate mollusks with a turret-shaped shell.
melaniid,Any member of the Melaniidae.
melanocetid,Any member of the Melanocetidae.
melanonid,Any member of the family Melanonidae of deep-sea fish.
melanopsid,Any member of the Melanopsidae.
melanorosaurid,Any member of the Melanorosauridae.
meleagridid,Any member of the Meleagrididae.
melid,"Any member of the family Melidae, now usually subfamily Melinae in family Mustelidae, of badgers."
meliponid,Any member of the Meliponidae.
melithaeid,Any member of the Melithaeidae.
melitid,Any member of the Melitidae.
melongenid,Any member of the Melongenidae.
melphidippid,Any member of the Melphidippidae.
melyrid,Any member of the Melyridae.
membracid,Any of the insect family Membracidae.
membraniporid,Any member of the Membraniporidae.
menippid,Any member of the Menippidae.
menthid,Any member of the Menthidae.
menurid,Any member of the family Menuridae of lyrebirds.
mephitid,Any member of the family Mephitidae of skunks and stink badgers.
meridiungulate,Any of the South American mammals of the extinct clade Meridiungulata.
merluccid,Any member of the Merlucciidae.
merlucciid,"Any member of the family Merlucciidae of codlike fishes, including most hakes."
mermithid,Any member of the family Mermithidae family of nematode worms that are endoparasites in arthropods
meropeid,Any member of the Meropeidae.
meroplankton,Any organism that spends part of its life-cycle (especially the larval stage) as plankton
merozygote,Any organism that is merodiploid
merulid,Any member of the Merulidae.
merycoidodontid,Any member of the Merycoidodontidae.
mesodesmatid,Any of the family Mesodesmatidae of bivalve clams.
mesogastropod,"Any member of the Mesogastropoda, a former taxonomic group of snails."
mesophile,"An organism, especially a microorganism, that lives and thrives at moderate temperatures."
mesosaurid,Any member of the Mesosauridae.
mesotheriid,Any member of the Mesotheriidae.
mesothermophile,Any organism that prefers to live in the moderate temperatures of temperate zones
metamorph,An organism that has undergone metamorphosis
metarbelid,Any member of the Metarbelidae.
metastrongylid,Any member of the Metastrongylidae.
metatherian,A member of the infraclass Metatheria.
methylotroph,Any organism that utilizes simple methyl compounds (such as methane or methanol) as a source of carbon and of energy
metoposaurid,Any member of the Metoposauridae.
metridiid,Any member of the Metridiidae.
metridinid,Any member of the Metridinidae.
metriorhynchid,Any member of the Metriorhynchidae.
michelinoceratid,Any member of the Michelinoceratidae.
microaerophile,"an organism, especially an aerobic bacterium, that lives and thrives in environments low in oxygen"
microbiotheriid,Any member of the Microbiotheriidae.
microbrachid,Any member of the Microbrachidae.
microcerberid,Any member of the Microcerberidae.
microcionid,Any member of the Microcionidae.
microcosmodontid,Any member of the Microcosmodontidae.
microdomatid,Any member of the Microdomatidae.
microhedylid,Any member of the Microhedylidae.
microhylid,Any of the frog family Microhylidae.
micromalthid,Any member of the Micromalthidae.
micromelaniid,Any member of the Micromelaniidae.
micromelerpetontid,Any member of the Micromelerpetontidae.
micronism,"An organism that is too small for the unaided eye to see, such as a bacterium, protist, or fungus."
microorganism,"An organism that is too small to be seen by the unaided eye, especially a single-celled organism, such as a bacterium"
micropezid,Any member of the Micropezidae.
microphysid,Any member of the Microphysidae.
microporellid,Any member of the Microporellidae.
micropterigid,Any member of the Micropterigidae.
micropygid,Any member of the Micropygidae.
microsporid,Any member of the Microsporidae.
microstigmatid,Any member of the Microstigmatidae.
microstomatid,Any member of the Microstomatidae.
microstomid,Any member of the Microstomidae.
micryphantid,Any member of the Micryphantidae.
mictyrid,Any member of the Mictyridae.
midleg,Any of the legs located between the forelegs and back legs
migid,Any member of the Migidae.
milacid,Any member of the family Milacidae of slugs
milichiid,Any member of the Milichiidae.
miliolid,Any member of the Miliolidae.
milleporid,Any member of the Milleporidae.
millerettid,Any member of the Millerettidae.
mimallonid,Any member of the Mimallonidae.
mimetid,Any member of the Mimetidae.
mimid,Any member of the Mimidae.
miniopterid,Any member of the Miniopteridae.
minuid,Any member of the Minuidae.
mitrid,Any member of the Mitridae.
mitsukurinid,Any member of the Mitsukurinidae.
miturgid,Any member of the Miturgidae.
mixodectid,Any member of the Mixodectidae.
mixoploid,An organism with such cells.
mixopterid,Any member of the Mixopteridae
mixosaurid,Any member of the Mixosauridae.
mnesarchaeid,Any member of the Mnesarchaeidae.
mobulid,"Any member of the subfamily Mobulinae, in family Myliobatidae (sometimes family Mobulidae), the manta rays and devil rays."
mochokid,Any member of the Mochokidae.
