Unnamed: 0,term,pos,definition,domain,supplementary_info,obsolete,slang,dated,rare,vulgar,offensive,slur,astrology,mythology,jargon,euphemistic
13640,no-no spot,Noun,The genitalia," uncommon, euphemistic","2001 August 8, by The Ikon that can still go, Chad Bryant touches 12 year olds in the no-no spot., in rec.sport.pro-wrestling, Usenet:Chad Bryant touches 12 year olds in the no-no spot. 2011, Diane Simmons, The Moth's Flame, page 309:Hello...my mommy is bleeding. Down there in her no no spot. She's having me a baby brother. 2015, Erik Fassnacht, A Good Family: A Novel, page 11:In my no-no spot. Your no-no spot? You're joking, right? She stared at him, unblinking. You know what, Ginny? I, uh, actually think I have to go. The bus. Taking the bus out of here. Or maybe the Blue Line. 2015, Kristen Tracy, Hung Up, page 188:James: Did you kick him in his no-no spot? Lucy: I so regret using that term with you.",False,False,False,False,False,False,False,False,False,False,True
13749,no longer with us,Adjective,Dead; deceased., euphemistic,,False,False,False,False,False,False,False,False,False,False,True
13750,no longer with us,Adjective,"Not still employed at a company, of someone who left or was let go.", euphemistic,,False,False,False,False,False,False,False,False,False,False,True
27986,not a pretty sight,Noun,"Something visually unappealing, ranging from mildly unattractive to utterly disgusting in appearance"," euphemistic, sometimes humorous","1890, Sir Arthur Conan Doyle, The Firm of Girdlestone, ch. 44: The navvy was certainly not a pretty sight. His muscular arms and legs were all a-sprawl and his head hung back at a strange angle to his body. 1918, B. M. Bower, Cabin Fever, ch. 11: Bud was not a pretty sight. Four days and nights of trying to see how much whisky he could drink, and how long he could play poker without going to sleep or going broke, had left their mark on his face.",False,False,False,False,False,False,False,False,False,False,True
28066,not right in the head,Adjective,"crazy, insane", euphemistic,,False,False,False,False,False,False,False,False,False,False,True
28074,not the sharpest knife in the drawer,Noun,Lacking in intelligence; dimwitted," humorous, euphemistic","1994 Sep. 5, Richard Hoffer, ""Get Smart!,"" Sports Illustrated: You can block or tackle, or you can do some exotic things with a football cradled under your arm, but you're not the sharpest knife in the drawer when it comes to book learning. 2000, Tami Hoag, Ashes to Ashes, ISBN, p. 378: 2003,Lucille Bluth, Arrested Development, S:1 E:3 And I know he's not the sharpest knife in the drawer, but he's sensitive, Michael, He fits in a lot of ways, but he's not the sharpest knife in the drawer, is he? Maybe he just plays it stupid so people expect less of him. 2009 Aug. 11, Paul Byrnes, ""Tyson,"" Brisbane Times (Australia): [A] man who has lost every dollar he ever wonsomewhere north of $US300 million ($370 million)and done three years for rape is possibly not the sharpest knife in the drawer, nor the most likeable.",False,False,False,False,False,False,False,False,False,False,True
28076,not the sharpest tool in the box,Noun,Lacking in intelligence; dimwitted.," humorous, euphemistic",,False,False,False,False,False,False,False,False,False,False,True
28077,not the sharpest tool in the shed,Noun,Lacking in intelligence; dimwitted," humorous, euphemistic","1999, Smash Mouth (lyrics and music), All Star:""Somebody once told me the world is gonna roll me / I ain't the sharpest tool in the shed.""",False,False,False,False,False,False,False,False,False,False,True
29931,number one,Noun,Urine; urination.," childish, euphemistic",,False,False,False,False,False,False,False,False,False,False,True
29963,number two,Noun,Feces; the act of defecation," euphemistic, usually childish",I need to go number two.,False,False,False,False,False,False,False,False,False,False,True
1123,Netflix and chill,Verb,"To engage in sexual activity, possibly while or after watching a movie or a TV series together", euphemistic,"2015 August 25, Ryan Santistevan, 10 movies to make your next ""Netflix and Chill"" session the best one yet, in The State Press (Arizona State University):If you haven't been living under a rock, you're well aware of ""Netflix and Chill,"" which is the new hang out method. Contrary to prior belief, if invited to Netflix and chill, don't expect to spend a couple hours watching Netflix. It's actually the new version of ""let's hook up."" 2016 March 11, McKenzie Templeton, Navigating new Seattle, one Tinder date at a time, in The Seattle Times:Ive canoodled on rooftops of shockingly expensive Capitol Hill apartments, Netflix-and-chilled in South Lake Union units with sweeping waterfront views, and languidly sipped merlot while my Amazonian inamorato responds to a high-priority event. 2016, Your Mum, Text Fails From Mum, Bonnier Publishing, ISBN, page 137. Hi Mum. Did u have a good weekend?Your dad and I just netflixed and chilled.Right. U kno that means having sex?Yes;-) 2017 February 3, Nicole Sands, ""Andy Grammer Abstained from Sex Until MarriageBut Now He Loves to 'Netflix and Chill'"", PEOPLE. Nowadays, Grammer and his wife spend their days Netflix and chillingwith an emphasis on the chilling. 2017 August 12, Ross McG (Ross v Ross), ""The 10 best films on Netflix UK right now if you want to Netflix and chill"", Metro (UK). You can watch the films in the list below before Netflix and chilling, or after, or during sometimes its better to imagine your favourite movie star in your bed rather than facing the cold, hard reality or even if youre just thinking about Netflix/chilling.",False,False,False,False,False,False,False,False,False,False,True
22,v-word,Noun,The word vagina., euphemistic,,False,False,False,False,False,False,False,False,False,False,True
43,va-jay-jay,Noun,"vagina, vulva"," informal, euphemistic","2005 March 3, Billy Manes, RETURN TO PARIS, Orlando Weekly [1] My va-jay-jay itches, yeasts my friend Anna scratchily into her cell phone. 2006 March 1, (anonymous), Still here.on the couch, Melanoma Uberalis, at www.msmelanie.prettyposies.com [2] will have progress pics soonunless two babies decide to raid mah va-jay-jay, in which case, I guess Ill have to wait. 2006 March 29, Fara Kearnes, Culture Clash Over Nude Britney Spears Sculpture, StarBlogs.net [3] crouching on all fours about to push an 8-pound baby out of her va-jay-jay. 2009, Daniele Corsetto, Girls with Slingshots Clarice: So youre bisexual. Jamie: But Im scared of other peoples va-jay-jays.",False,False,False,False,False,False,False,False,False,False,True
2259,variety meat,Noun,offal," US, euphemistic",,False,False,False,False,False,False,False,False,False,False,True
3465,vehicularly challenged,Adjective,Without a vehicle, euphemistic,"2001, Cate Tiernan, Awakening, Speak (2001), ISBN, unnumbered page: I shot off an e-mail to Hunter, saying I had to cancel tomorrow because I would be vehicularly challenged.",False,False,False,False,False,False,False,False,False,False,True
3466,vehicularly housed,Adjective,"Homeless and living in a car, van, or other type of vehicle", euphemistic,"1997, Mark Curtius, ""S. F. Seeks Parking for Homeless' 'Homes'"", Los Angeles Times, 27 September 1997: Guinea Apollos, in the polite terms of San Francisco's homeless advocates, is a ""vehicularly housed resident.""",False,False,False,False,False,False,False,False,False,False,True
5675,vertically challenged,Adjective,Short.," humorous, euphemistic, of a person",,False,False,False,False,False,False,False,False,False,False,True
8337,violate,Verb,To rape," transitive, euphemistic","1796, Matthew Gregory Lewis, The Monk That Antonia whom you violated, was your Sister! That Elvira whom you murdered, gave you birth! Tremble, abandoned Hypocrite! Inhuman Parricide! Incestuous Ravisher!",False,False,False,False,False,False,False,False,False,False,True
9649,vitally challenged,Noun,"the dead; those who have died 1997 June 12, Sascha LC Erni, Tips-of-the-hat (was: Mythos - A shared world?), in alt.horror.cthulhu, Usenet[1], message-ID Pine.LNX.3.95.970612144354.13110E-100000@goblin.studi.unizh.ch: imagine..", humorously euphemistic,"85 years old Cohen the Barbarian and his ""gray horde""... death as DEATH, an antropomorphic personification, that is... meetings of the ""vitally challenged (= the undead)""... 1998 May 8, Dabe the Hobbit, Re: somebody please take this necronomicon away, in alt.necronomicon, Usenet[2], message-ID 3552F6A5.9A96933B@pls.bris.ac.uk: I blame the new hard line on welfare for driving driving[sic] the vitally challenged onto the streets instead of leaving them in State run graveyards 2006 November 26, wayne, 10 liberal lies #7, in alt.x.y, Usenet[3], message-ID 13343-4569CC79-1997@storefull-3358.bay.webtv.net: This is the party of ""vote early, vote often,"" where even the ""vitally challenged"" (the PC term for ""dead people"") still have the right to vote []",False,False,False,False,False,False,False,False,False,False,True
