term,definition
osteodensitometry,The measurement of bone mineral density (as a diagnostic for osteoporosis)
osteoformation,The process of bone formation.
osteometry,The measurement of the bones of the skeleton (both human and animal)
ostrichism,"The act of hiding, often unsuccessfully, by ducking one's head out of view"
othering,The process of perceiving or portraying someone or something as essentially alien or different
otherization,The process of otherizing
ounging,The process of assisting logs in their downstream motion by pushing them through the water.
ousting,The act by which somebody is ousted.
outbreaking,The act of breaking out.
outcome delivery,"The process of achieving an outcome of change or transformation through activities, performance measures and targets"
outcompetition,"The act of outcompeting, or outdoing a rival."
outdoing,The act by which one person outdoes another
outflanking,The act of one who outflanks
outflow,The process of flowing out
outflowing,The act of something flowing out
outgang,The act of giving up occupancy of property.
outgoing,"The act of leaving or going out; exit, departure"
outing,The practice of publicly revealing that a person is homosexual or transgender without that person's consent
outlash,The act of somebody lashing out
outplacement,"the process of helping to find new employment for redundant workers, especially executives"
outpour,The act of pouring out.
outreach,The act of reaching out.
outreaching,An act of reaching out
outwicking,The act of making a stone strike at an angle on the outer side of another.
outworking,The process by which something is carried out or accomplished; the act or results of developing something
ovalization,The process of ovalizing; the process of changing to an oval shape
overapplication,The act of overapplying
overbias,The use of more bias current in an analog magnetic recorder than is required for maximum sensitivity.
overboost,The process of overboosting
overcoding,"The use of established codes to take on new meanings, often thereby obscuring distinctions"
overcoming,"The act by which something is overcome, or surmounted"
overcomplication,The process of overcomplicating.
overcoupling,The act of coupling two tuned transformers so as to create a broader bandwidth
overdraft,The act of overdrawing a bank account.
overdrafting,The process of extracting groundwater beyond the safe yield or equilibrium yield of the aquifer.
overdraw,"The process by which, during the rendering of a three-dimensional scene, a pixel is replaced by one that is closer to the viewpoint, as determined by their Z coordinates."
overdrift,An act of overdrifting
overfitting,The action of the verb overfit.
overgeneralization,The act of overgeneralizing
overglamorization,The process of overglamorizing.
overhauling,The act by which something is overhauled.
overhearing,The act by which something is overheard
overindulgence,An act of overindulging; indulgence in too much; pleasure or consumption taken in excess of what is satisfying or necessary
overinsurance,The act of insuring something for too great a value.
overissue,The act of so overissuing Brougham An overissue of government paper.
overlashing,The process of physically tying additional cables to the cables that are already attached to a utility pole
overmolding,The process by which something is overmolded.
overperformance,the act of overperforming
overpersonalization,The act of overpersonalizing
overpronation,the act of pronating too much
overpronounciation,The act of overpronouncing.
